Event/Description,Position,A/C,Dimension,To go,Expected,Planned,Workpackage,W/O-Flags
IC04/INTERMEDIATE CHECK 4,,CMB,H,414:57,28.08.2025,---,0,
REPLACE 90000581-1WTA/NOV10-3400 (NOSE WHEEL TIRE ASSY),001,CPJ,C,297,28.08.2025,---,0,
REPLACE 01N65920/17 35 3344 (ELT (MODEL 406S)),U,CPJ,D,45,28.08.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(1),,CDY,H,420:33,29.08.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,CDZ,H,422:21,29.08.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.,,CEU,H,418:40,29.08.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(1),,CHQ,H,427:29,29.08.2025,---,0,
REPLACE 90002317-2WT/DEC06-0934 (MAIN WHEEL TIRE ASSY),L02,CMA,C,304,29.08.2025,---,0,
"REPLACE 104003-2/EF1408/W11132632 (SLIDE ASSY, FWD)",PAX,CMA,D,46,29.08.2025,20.07.2025,CMA28950,11132632
REPLACE 33600081-3/53728D1 (FIREX BOTTLE 224 CU),002,CPJ,D,46,29.08.2025,---,0,
"11709268/FINDING (NRC) CHECK DIARIA E-190 - IDT LONG TIME DISPACTH ENG #2 LONG TIME DISPACTH, FAULT COD...",,CPJ,H,423:34,29.08.2025,---,0,11709268
E190-34-0003/EGPWS TERRAIN THREAT DATABASE + ENVELOPE MODULATION DATABASE UPDATING,,GIK,D,46,29.08.2025,---,0,
COMP-72-0126/CF34-10E -COMBUSTION CHAMBER - REDUCED INTERVAL OF BSI.,L,CHO,H,429:41,30.08.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(1),,CHR,H,433:47,30.08.2025,---,0,
COMP-71-0015/CF34-10E - FAN BLADE LUBRICATION CONSOLIDATED ON-WING INSPECTION RECOM,R,CHS,C,309,30.08.2025,---,0,
REPLACE 5912855-01/B02751 (MAIN BATTERY),F,CMA,H,438:14,30.08.2025,---,0,
FF180MO/W8658578 /FF180MO,,CET,D,48,31.08.2025,01.02.2026,CET28956,8658578
GNRL-23-0001/ANNUAL OPERATIONAL TEST OF THE COCKPIT VOICE RECORDER.,,CHS,D,48,31.08.2025,---,0,
REPLACE 501-1228-04/83058 (FLY-BY-WIRE BATTERY),U,CIG,D,48,31.08.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(1),,FPT,H,434:01,31.08.2025,---,0,
REPLACE 90002317-2WT/FEB10-2716 (MAIN WHEEL TIRE ASSY),R01,FPT,C,318,31.08.2025,---,0,
GNRL-23-0001/ANNUAL OPERATIONAL TEST OF THE COCKPIT VOICE RECORDER.,,CDZ,D,49,01.09.2025,---,0,
"REPLACE 104003-2/EF1633 (SLIDE ASSY, FWD)",PAX,CEV,D,49,01.09.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(1),,CHS,H,458:32,01.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,CIH,H,448:08,01.09.2025,---,0,
"57-40-001-0001-U (0)/W10999051 / SLAT TRACK ATTACHMENTS, TRACK RIB LUGS, TRACK LUGS, BOLTS AND LINKS - EXTERNAL",,CMB,C,324,01.09.2025,02.08.2025,CMB63703,10999051
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CDY,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CDZ,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CET,D,50,02.09.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(1),,CEU,H,454:46,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CEU,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CEV,D,50,02.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,CEV,H,456:34,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CHO,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CHQ,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CHR,D,50,02.09.2025,---,0,
E190-08-0001/W9525484 /AIRCRAFT WEIGHING AND LONGITUDINAL C.G CALCULATION,,CHS,D,50,02.09.2025,---,0,9525484
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CHS,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CID,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CIE,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CIF,D,50,02.09.2025,---,0,
E190-26-0002/W11122867 /FIRE PROTECTION - COLOR CODED IDENTIFICATION FOR ELECTRICAL WIRING CON,,CIG,H,450:17,02.09.2025,---,0,11122867
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CIG,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CIH,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CKZ,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CMA,D,50,02.09.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(1),,CMB,H,458:39,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CMB,D,50,02.09.2025,---,0,
E190-54-0021/RH PYLON LOWER LONK LUGS INSPECTION,,CPI,H,462:28,02.09.2025,---,0,
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION,,CPI,H,462:28,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CPI,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,CPJ,D,50,02.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,CPJ,H,453:47,02.09.2025,---,0,
IC01/INTERMEDIATE CHECK 1,,FPT,H,456:38,02.09.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS,,FPT,H,456:38,02.09.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML",,FPT,H,456:38,02.09.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO,,FPT,H,456:38,02.09.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS,,FPT,H,456:38,02.09.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM,,FPT,H,456:38,02.09.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK,,FPT,H,456:38,02.09.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS,,FPT,H,456:38,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,FPT,D,50,02.09.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST,,FPT,H,456:38,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,GIK,D,50,02.09.2025,---,0,
E190-34-0002/FMS NAVIGATION DATABASE UPDATING PROCESS(1),,GIQ,D,50,02.09.2025,---,0,
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION,,CEU,H,464:48,03.09.2025,---,0,
E190-54-0021/RH PYLON LOWER LONK LUGS INSPECTION,,CEU,H,464:48,03.09.2025,---,0,
IC02/INTERMEDIATE CHECK 2,,CEV,H,465:18,03.09.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(1),,CEV,H,463:16,03.09.2025,---,0,
E190-38-0002/VACCUM WATER WASTE DRAIN CAP INSPECTION CAMPAIGN,,CEV,H,465:18,03.09.2025,---,0,
E190-21-0004/REPLACE PROGRAM OF THE FORWARD CARGO COMPARTMENT SHUTOFF VALVE FILTER,,CEV,H,465:18,03.09.2025,---,0,
E190-21-0007/FORWARD AND MIDDLE AVIONICS COMPARTMENT FLOW SENSORS CLEANING,,CEV,H,465:18,03.09.2025,---,0,
E190-36-0001/REPLACEMENT PROGRAM OF THE CROSS-BLEED VALVE FILTER PN 727604-5 (OEM),,CEV,H,465:18,03.09.2025,---,0,
E190-21-0009/DUAL HEAT EXCHANGERS - PERFORMANCE TEST,,CEV,H,465:18,03.09.2025,---,0,
"GNRL-11-0005/EXTERIOR SCHEME - SECRETARIA DE TURISMO ""MARCA PAIS"" LOGO"" 2022 REPETI",,CEV,H,465:18,03.09.2025,---,0,
E190-36-0002/REPLACE PROGRAM OF THE HIGH-STAGE BLEED VALVE FILTERS PN 808574-6,,CEV,H,465:18,03.09.2025,---,0,
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",L,CHO,H,465:16,03.09.2025,---,0,
"COMP-71-0030/CF34-10E - ENGINE WASHING, CLEANING CONSOLIDATED ON-WING INSPECTION",R,CHO,H,465:16,03.09.2025,---,0,
COMP-72-0057/CF34-10E - STRAINER ASSY SCREEN INSPECTION FOR TEFLON STRAINER ASSEMBL,L,CID,H,460:27,03.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,CIG,H,463:19,03.09.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(1),,CIH,H,467:19,03.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,CPI,H,465:46,03.09.2025,---,0,
E190-56-0001/W11167906 /COCKPIT WINDSHIELD LH REPETITIVE INSPECTIONS,,CDY,H,472:02,04.09.2025,---,0,11167906
E190-56-0002/W11167905 /COCKPIT WINDSHIELD RH REPETITIVE INSPECTIONS,,CDY,H,472:02,04.09.2025,---,0,11167905
FF12MO/FUERA DE FASE 12 MO,,CDZ,D,52,04.09.2025,---,0,
E190-23-0001/SELCAL CODE VERIFICATION,,CDZ,D,52,04.09.2025,---,0,
BA23094-1/45789 FC(FUNCTIONAL CHECK) / 26-25-01-002-U,U,CDZ,D,52,04.09.2025,---,0,
BA22649-1/45804 FC(FUNCTIONAL CHECK) / 26-25-01-002-U,U,CDZ,D,52,04.09.2025,---,0,
REPLACE 90000581-1WTA/MAY07-1497 (NOSE WHEEL TIRE ASSY),001,CHO,C,339,04.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,CHR,H,473:13,04.09.2025,---,0,
FF2500FH/2000FC/12MO/FUERA DE FASE 2500 FH/2000 FC/12 MO,,CID,D,52,04.09.2025,---,0,
E190-29-0006/HYDRAULIC SYSTEM #1 AND #2 - CASE DRAIN FILTER REPLACEMENT,,CID,H,473:21,04.09.2025,---,0,
"52-30-005-0421-U (0) / AFT CARGO DOOR LATCH SHAFTS, LATCH PINS AND LATCHFITTINGS - EXTERNAL",,CKZ,C,339,04.09.2025,---,0,
"52-30-005-0420-U (0) / FORWARD CARGO DOOR LATCH SHAFTS, LATCH PINS ANDLATCH FITTINGS - EXTERNAL",,CKZ,C,339,04.09.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.,,CDY,H,484:08,05.09.2025,---,0,
57-40-012-0002-RH1 (6)/W11025598 / SLAT 2 ROLLER BOLTS - INTERNAL,,CDY,H,487:37,05.09.2025,08.09.2025,CDY24169,11025598
57-40-012-0002-LH1 (6)/W11025597 / SLAT 2 ROLLER BOLTS - INTERNAL,,CDY,H,487:37,05.09.2025,08.09.2025,CDY24169,11025597
E190-71-0020/LH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CDZ,D,53,05.09.2025,---,0,
E190-71-0021/RH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CDZ,D,53,05.09.2025,---,0,
FF12MO/FUERA DE FASE 12 MO,,CET,D,53,05.09.2025,---,0,
E190-71-0021/RH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CET,D,53,05.09.2025,---,0,
E190-71-0020/LH - THRUST REVERSER ASSEMBLY; TRACK LINERS LUBRICATION,,CET,D,53,05.09.2025,---,0,
E190-23-0001/SELCAL CODE VERIFICATION,,CET,D,53,05.09.2025,---,0,
BA22649-1/45810 FC(FUNCTIONAL CHECK) / 26-25-01-002-U,U,CET,D,53,05.09.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.,,CEV,H,484:37,05.09.2025,---,0,
E190-34-0001/WEATHER RADAR – ELECTRICAL WIRING INSPECTION,,CHR,D,53,05.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,CMA,H,491:52,05.09.2025,---,0,
E190-34-0001/WEATHER RADAR – ELECTRICAL WIRING INSPECTION,,CPI,D,53,05.09.2025,---,0,
IC02/INTERMEDIATE CHECK 2,,CET,H,497:46,06.09.2025,---,0,
E190-21-0007/FORWARD AND MIDDLE AVIONICS COMPARTMENT FLOW SENSORS CLEANING,,CET,H,497:46,06.09.2025,---,0,
"GNRL-11-0005/EXTERIOR SCHEME - SECRETARIA DE TURISMO ""MARCA PAIS"" LOGO"" 2022 REPETI",,CET,H,497:46,06.09.2025,---,0,
E190-21-0004/REPLACE PROGRAM OF THE FORWARD CARGO COMPARTMENT SHUTOFF VALVE FILTER,,CET,H,497:46,06.09.2025,---,0,
E190-36-0001/REPLACEMENT PROGRAM OF THE CROSS-BLEED VALVE FILTER PN 727604-5 (OEM),,CET,H,497:46,06.09.2025,---,0,
E190-21-0009/DUAL HEAT EXCHANGERS - PERFORMANCE TEST,,CET,H,497:46,06.09.2025,---,0,
E190-36-0002/REPLACE PROGRAM OF THE HIGH-STAGE BLEED VALVE FILTERS PN 808574-6,,CET,H,497:46,06.09.2025,---,0,
E190-38-0002/VACCUM WATER WASTE DRAIN CAP INSPECTION CAMPAIGN,,CET,H,497:46,06.09.2025,---,0,
REPLACE 501-1228-04/84333 (FLY-BY-WIRE BATTERY),U,CHO,D,54,06.09.2025,---,0,
E190-05-0028/W11036582 /INSPECTIONS ON DAMAGE/REPAIRS BASED ON SDRR,,CHS,C,360,06.09.2025,---,0,11036582
FF350FH/FUERA DE FASE 350 FH(1),,CKZ,H,493:56,06.09.2025,---,0,
E190-54-0021/RH PYLON LOWER LONK LUGS INSPECTION,,GIK,H,491:29,06.09.2025,---,0,
E190-54-0020/LH PYLON LOWER LONK LUGS INSPECTION,,GIK,H,491:29,06.09.2025,---,0,
REPLACE 90000581-1WTA/S-JUL22-0158/3210 (NOSE WHEEL TIRE ASSY),002,CDZ,C,358,07.09.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.,,CET,H,505:47,07.09.2025,---,0,
E190-34-0004/MODULAR RADIO CABINET - CLEANING,,CIF,H,507:56,07.09.2025,---,0,
REPLACE 5912855-01/201601737 (MAIN BATTERY),A,CIG,H,502:02,07.09.2025,---,0,
FF6MO/FUERA DE FASE DE 6 MO,,CIH,D,55,07.09.2025,---,0,
GNRL-38-0001/POTABLE WATER SYSTEM. INCORPORATION OF STERILIZATION CONTROL CHART,,CIH,D,55,07.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,CMB,H,503:15,07.09.2025,---,0,
REPLACE 90002317-2WT/OCT07-1386 (MAIN WHEEL TIRE ASSY),R02,CMB,C,361,07.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,GIK,H,505:44,07.09.2025,---,0,
REPLACE 5912855-01/V02945 (MAIN BATTERY),F,CDY,H,515:13,08.09.2025,---,0,
E190-29-0006/HYDRAULIC SYSTEM #1 AND #2 - CASE DRAIN FILTER REPLACEMENT,,CEU,H,505:41,08.09.2025,---,0,
COMP-71-0016/CF34-10E - MAIN IGNITER PLUG REPLACEMENT,R,CHS,H,521:07,08.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,CHS,H,521:13,08.09.2025,---,0,
CF34-10E5A1G07/994978 SD(SPECIAL DETAILED INSPECTION) / 72-40-00-001-U,R,CHS,H,521:07,08.09.2025,---,0,
CF34-10E5A1G07/994978 SD(SPECIAL DETAILED INSPECTION) / 72-51-00-001-U,R,CHS,H,521:07,08.09.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(1),,CID,D,56,08.09.2025,---,0,
IC04/W10462683 /INTERMEDIATE CHECK 4,,CIE,H,510:53,08.09.2025,05.09.2025,CIE63381,10462683
GNRL-23-0001/ANNUAL OPERATIONAL TEST OF THE COCKPIT VOICE RECORDER.,,CKZ,D,56,08.09.2025,---,0,
COMP-71-0020/CF34-10E - FORWARD AND AFT CENTERBODY; GENERAL VISUAL INSPECTION,R,CMA,H,512:04,08.09.2025,---,0,
"COMP-71-0029/CF34-10E - ENGINE MOUNT SYSTEM, GENERAL VISUAL INSPECTION CONSOLIDATE",R,CMA,H,512:04,08.09.2025,---,0,
REPLACE 5912855-01/V03346 (MAIN BATTERY),A,CPI,H,515:21,08.09.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(1),,CPJ,H,513:31,08.09.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(1),,FPT,D,56,08.09.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(1),,CDY,D,57,09.09.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(1),,CET,D,57,09.09.2025,---,0,
REPLACE 90002317-2WT/AUG10-2966 (MAIN WHEEL TIRE ASSY),R01,CIF,C,374,09.09.2025,---,0,
FF350FH/FUERA DE FASE 350 FH(1),,CPI,H,521:25,09.09.2025,---,0,
IC01/INTERMEDIATE CHECK 1,,CPJ,H,516:37,09.09.2025,---,0,
E190-21-0003/REPLACE PROGRAM OF THE PACK BYPASS VALVE FILTERS,,CPJ,H,516:37,09.09.2025,---,0,
E190-52-0002/PAX AND SERVICE DOORS - LUBRICATION POINTS ACCORDING TO,,CPJ,H,516:37,09.09.2025,---,0,
E190-44-0001/IFE - CLEANING OF THE EQUIPMENT AND REPLACEMENT OF FILTERS,,CPJ,H,516:37,09.09.2025,---,0,
E190-21-0005/REPLACEMENT PROGRAM OF TRIM AIR MODULATING FILTERS,,CPJ,H,516:37,09.09.2025,---,0,
E190-25-0016/EGA CHART INSTALLATION CHECK,,CPJ,H,516:37,09.09.2025,---,0,
E190-24-0001/SPDA CLEANING PROGRAM,,CPJ,H,516:37,09.09.2025,---,0,
"E190-51-0002/CLEANING AND RESTORATION OF CORROSION INHIBITION COMPOUND (CIC), IN ML",,CPJ,H,516:37,09.09.2025,---,0,
27-00-00-001C-U (0) / POWER CONTROL UNITS (PCU) - INTEGRITY TEST,,CPJ,H,516:37,09.09.2025,---,0,
E190-53-0038/W9543333 /PERMANENT REPAIR OF HAIL DAMAHES ON FWD FUS SKIN PANEL,,CDY,C,378,10.09.2025,08.09.2025,CDY24169,9543333
E190-53-0036/W9541949 /REPLACEMENT OF SKIN PANEL PN 170-03386-005,,CDY,C,378,10.09.2025,08.09.2025,CDY24169,9541949
E190-53-0042/W9544473 /PERMANENT ACTIONS OF HAIL DAMAHES ON FWD FUS SKIN PANEL,,CDY,C,378,10.09.2025,08.09.2025,CDY24169,9544473
E190-53-0046/W10798105 /PERMANENT ACTIONS FOR HAIL DAMAHES ON FWD FUS SKIN PANEL,,CDY,C,378,10.09.2025,08.09.2025,CDY24169,10798105
E190-53-0040/W9544074 /PERMANENT REPAIR OF HAIL DAMAHES ON FWD FUS SKIN PANEL,,CDY,C,378,10.09.2025,08.09.2025,CDY24169,9544074
E190-53-0044/W9545679 /PERMANENT ACTIONS FOR HAIL DAMAHES ON FWD FUS SKIN PANEL,,CDY,C,378,10.09.2025,08.09.2025,CDY24169,9545679
"E190-57-0010/W9551926 /PERMANENT REPAIR OF HAIL DAMAGES ON SLAT #1, LH WING.",,CDY,C,378,10.09.2025,08.09.2025,CDY24169,9551926
REPLACE RT-A1200/Y-501578 (HALON PORTABLE EXTINGUISHER),AF2,CDZ,D,58,10.09.2025,---,0,
REPLACE 90002317-2WT/MAR11-3312 (MAIN WHEEL TIRE ASSY),R01,CET,C,384,10.09.2025,---,0,
REPLACE RT-A1200/Y-500442 (HALON PORTABLE EXTINGUISHER),CRW,CEV,D,58,10.09.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(1),,CHS,D,58,10.09.2025,---,0,
IC02/INTERMEDIATE CHECK 2,,CIG,H,523:08,10.09.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.,,CIG,H,530:28,10.09.2025,---,0,
E190-21-0007/FORWARD AND MIDDLE AVIONICS COMPARTMENT FLOW SENSORS CLEANING,,CIG,H,523:08,10.09.2025,---,0,
"GNRL-11-0005/EXTERIOR SCHEME - SECRETARIA DE TURISMO ""MARCA PAIS"" LOGO"" 2022 REPETI",,CIG,H,523:08,10.09.2025,---,0,
E190-38-0002/VACCUM WATER WASTE DRAIN CAP INSPECTION CAMPAIGN,,CIG,H,523:08,10.09.2025,---,0,
E190-21-0004/REPLACE PROGRAM OF THE FORWARD CARGO COMPARTMENT SHUTOFF VALVE FILTER,,CIG,H,523:08,10.09.2025,---,0,
E190-21-0009/DUAL HEAT EXCHANGERS - PERFORMANCE TEST,,CIG,H,523:08,10.09.2025,---,0,
E190-36-0001/REPLACEMENT PROGRAM OF THE CROSS-BLEED VALVE FILTER PN 727604-5 (OEM),,CIG,H,523:08,10.09.2025,---,0,
E190-36-0002/REPLACE PROGRAM OF THE HIGH-STAGE BLEED VALVE FILTERS PN 808574-6,,CIG,H,523:08,10.09.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(1),,CIG,D,58,10.09.2025,---,0,
E190-34-0001/WEATHER RADAR – ELECTRICAL WIRING INSPECTION,,CKZ,D,58,10.09.2025,---,0,
CF34-10E5A1G07/994979 DE(DETAILED INSPECTION) / 72-23-00-001-U,L,CPI,H,536:13,10.09.2025,---,0,
CF34-10E5A1G07/994979 VI(VISUAL INSPECTION) / 72-32-00-002-U,L,CPI,H,536:13,10.09.2025,---,0,
CF34-10E5A1G07/994979 VI(VISUAL INSPECTION) / 72-23-00-003-U,L,CPI,H,536:13,10.09.2025,---,0,
REPLACE 5912855-01/V03839 (MAIN BATTERY),A,CDY,H,542:26,11.09.2025,---,0,
REPLACE 5500-C1W-BF15A/P10060582 (PORTABLE OXYGEN CYLINDER),FW1,CEU,D,59,11.09.2025,---,0,
COMP-71-0026/CF34-10E - DRAIN TUBES; GENERAL VISUAL INSPECTION,R,CHO,H,530:57,11.09.2025,---,0,
"COMP-71-0029/CF34-10E - ENGINE MOUNT SYSTEM, GENERAL VISUAL INSPECTION CONSOLIDATE",R,CHO,H,530:57,11.09.2025,---,0,
COMP-71-0020/CF34-10E - FORWARD AND AFT CENTERBODY; GENERAL VISUAL INSPECTION,R,CHO,H,530:57,11.09.2025,---,0,
COMP-71-0018/CF34-10E - OGV & FAIRING / GENERAL VISUAL INSPECTION / CONSOLIDATED,R,CHO,H,530:57,11.09.2025,---,0,
COMP-71-0024/CF34-10E - TRANSIENT BLEED VALVE; GENERAL VISUAL INSPECTION,R,CHO,H,530:57,11.09.2025,---,0,
COMP-71-0031/CF34-10E - FAN BLADES AND SPINNER; GENERAL VISUAL INSPECTION,R,CHO,H,530:57,11.09.2025,---,0,
COMP-71-0021/CF34-10E - ACCESSORY GEARBOX MOUNTS; GENERAL VISUAL INSPECTION,R,CHO,H,530:57,11.09.2025,---,0,
COMP-71-0025/CF34-10E - LUBE SYSTEM AND AGB ASSY COMPONENTS; GENERAL VISUAL INSP,R,CHO,H,530:57,11.09.2025,---,0,
COMP-71-0019/CF34-10E - LPT REAR FRAME - GENERAL VISUAL INSPECTION / CONSOLIDATED,R,CHO,H,530:57,11.09.2025,---,0,
E190-34-0001/WEATHER RADAR – ELECTRICAL WIRING INSPECTION,,CHQ,D,59,11.09.2025,---,0,
COMP-71-0071/CF34-10E - BSI OF THE STG 3 BLADE FOR INTERLOCK HIGH WEAR CONDITION,L,CHR,H,538:03,11.09.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.,,CHR,H,544:14,11.09.2025,---,0,
FF2500FH/2000FC/12MO/FUERA DE FASE 2500 FH/2000 FC/12 MO,,CIE,D,59,11.09.2025,---,0,
COMP-71-0016/CF34-10E - MAIN IGNITER PLUG REPLACEMENT,R,CIE,H,540:59,11.09.2025,---,0,
CF34-10E5A1G07/424123 SD(SPECIAL DETAILED INSPECTION) / 72-51-00-001-U,R,CIE,H,540:59,11.09.2025,---,0,
CF34-10E5A1G07/424123 SD(SPECIAL DETAILED INSPECTION) / 72-40-00-001-U,R,CIE,H,540:59,11.09.2025,---,0,
FF7500FH/6250FC/FUERA DE FASE FF 7500 FH/6250 FC,,CIF,H,536:37,11.09.2025,---,0,
GNRL-25-0008/CABIN INTERIOR - AIRCRAFT DISINSECTION(1),,CMA,D,59,11.09.2025,---,0,
REPLACE 501-1228-04/5235 (FLY-BY-WIRE BATTERY),U,CMB,D,59,11.09.2025,---,0,
REPLACE 5500-C1W-BF15A/P10062054 (PORTABLE OXYGEN CYLINDER),AF1,CPI,D,59,11.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,FPT,H,534:53,11.09.2025,---,0,
IC05/INTERMEDIATE CHECK 5,,GIQ,H,544:03,11.09.2025,---,0,
11215059/FLY BY (FILM TOMA NACA LADO DERECHO DETERIORADO) LA TOMA NACA DE AIRE ACONDICIONADO DE LADO DE...,002,CEV,C,397,12.09.2025,---,0,11215059
FF350FH/FUERA DE FASE 350 FH(1),,CHO,H,541:39,12.09.2025,---,0,
REPLACE 90002317-2WT/JUL13-4508 (MAIN WHEEL TIRE ASSY),R01,CIH,C,394,12.09.2025,---,0,
REPLACE 90002317-2WT/SEP10-2990 (MAIN WHEEL TIRE ASSY),R01,CMA,C,392,12.09.2025,---,0,
E190-29-0007/AIR BLEEDING OF THE HYDRAULIC SYSTEMS(1),,GIQ,H,551:11,12.09.2025,---,0,
FF6MO/FUERA DE FASE DE 6 MO,,CHO,D,61,13.09.2025,---,0,
GNRL-38-0001/POTABLE WATER SYSTEM. INCORPORATION OF STERILIZATION CONTROL CHART,,CHO,D,61,13.09.2025,---,0,
GNRL-25-0003/PREVENTION OF FIRE IN LAVATORIES.,,CKZ,H,554:29,13.09.2025,---,0,
REPLACE 90002317-2WT/APR14-4755 (MAIN WHEEL TIRE ASSY),L02,CIG,C,378,14.09.2025,---,0,
53-10-009-0004-U (0) / FORWARD SERVICE DOOR CUTOUT STRUCTURE – INTERNAL,,CKZ,C,406,14.09.2025,---,0,
53-10-008-0004-U (0) / FORWARD PASSENGER DOOR CUTOUT STRUCTURE - INTERNAL,,CKZ,C,406,14.09.2025,---,0,
IC01/INTERMEDIATE CHECK 1,,CMB,H,565:16,14.09.2025,---,0,
